index,Ticker,Date,Open,Close,Volume,quarter,Asset Turnover,Current Ratio,Days Sales In Receivables,Debt/Equity Ratio,Gross Margin,Inventory Turnover Ratio,Long-term Debt / Capital,Net Profit Margin,Operating Margin,ROE - Return On Equity,Receiveable Turnover,Return On Tangible Equity,Days,MA50,MA200,Crossover,Profitable,%Change,Ticker_encoded
605574,FMC,4/29/2016,35.23,35.2,1802900,2,0.0979,2.141,238.069,1.0001,38.2578,0.4308,0.4934,10.5965,13.4081,2.292,0.378,11.8421,576,32.4118,32.37775,1,1,11.875,0.461538462
606050,FMC,3/21/2018,66.23,66.63,1667000,1,0.1092,1.6141,194.939,1.102,45.3561,0.5848,0.4982,24.1177,29.3348,7.6359,0.4617,-22.2781,1267,71.3686,71.4778,-1,0,0,0.461538462
606124,FMC,7/6/2018,73.82,74.75,824100,3,0.0982,1.537,185.33,0.891,42.7891,0.5308,0.4572,7.8822,11.3794,1.6535,0.4856,-4.5124,1374,73.1074,73.0712,1,0,0,0.461538462
606172,FMC,9/13/2018,69.77,70.56,1087700,3,0.0982,1.537,185.33,0.891,42.7891,0.5308,0.4572,7.8822,11.3794,1.6535,0.4856,-4.5124,1443,72.032,72.0549,-1,1,10.10487528,0.461538462
606183,FMC,9/28/2018,72.94,72.72,916600,3,0.0982,1.537,185.33,0.891,42.7891,0.5308,0.4572,7.8822,11.3794,1.6535,0.4856,-4.5124,1458,71.948,71.9402,1,0,0,0.461538462
606201,FMC,10/24/2018,65.29,62.73,1289100,4,0.1102,1.3464,175.498,0.8387,44.7244,0.5926,0.4005,2.9471,16.1452,4.881,0.5128,-16.3042,1484,71.2058,71.2396,-1,0,0,0.461538462
606297,FMC,3/15/2019,74.74,74.69,1660700,1,0.1199,1.2596,191.023,1.1243,45.6925,0.5693,0.4345,18.0941,23.639,7.4361,0.4711,-15.2782,1626,70.6198,70.45755,1,1,3.226670237,0.461538462
606564,FMC,4/6/2020,74.55,77.35,992300,2,0.1156,1.5983,182.477,1.2394,45.2437,0.5556,0.515,15.9612,23.1888,6.868,0.4932,-16.1325,2014,88.3004,88.31505,-1,0,0,0.461538462
606612,FMC,6/15/2020,93.85,97.48,716000,2,0.1156,1.5983,182.477,1.2394,45.2437,0.5556,0.515,15.9612,23.1888,6.868,0.4932,-16.1325,2084,90.626,90.4629,1,1,8.750512926,0.461538462
609727,FRT,7/9/2007,50.01,49.54,441800,3,0.0422,1.3,0.0001,2.1288,68,0.0001,0.6804,18.9206,43.7765,2.8636,0.0001,2.8304,829,52.7378,52.8318,-1,0,0,0.375
609803,FRT,10/24/2007,54.11,54.64,574300,4,0.0418,1.3,0.0001,1.47,68,0.0001,0.5951,97.6209,41.4601,2.6788,0.0001,2.6548,936,54.2102,54.1134,1,1,1.043191801,0.375
609843,FRT,12/20/2007,51.94,51.48,3482900,4,0.0418,1.3,0.0001,1.47,68,0.0001,0.5951,97.6209,41.4601,2.6788,0.0001,2.6548,993,53.3536,53.3695,-1,1,7.206682207,0.375
609944,FRT,5/16/2008,53.93,54.14,507800,2,0.0425,1.3,0.0001,1.4992,68,0.0001,0.5999,22.4058,41.5773,2.6959,0.0001,2.6717,1141,51.2522,51.10335,1,0,0,0.375
609975,FRT,7/1/2008,44.41,45.19,814200,3,0.0423,1.3,0.0001,1.5712,68,0.0001,0.6111,28.0668,42.098,2.7679,0.0001,2.7431,1187,50.8908,50.9024,-1,0,0,0.375
610035,FRT,9/25/2008,53.47,54.42,960700,3,0.0423,1.3,0.0001,1.5712,68,0.0001,0.6111,28.0668,42.098,2.7679,0.0001,2.7431,1273,49.1446,48.946,1,0,0,0.375
610055,FRT,10/23/2008,36.65,34.85,1945700,4,0.0429,1.3,0.0001,1.5221,68,0.0001,0.6035,25.2893,40.5826,2.6027,0.0001,2.5801,1301,48.3386,48.3678,-1,0,0,0.375
611000,FRT,7/29/2013,83.31,83.25,339200,3,0.0382,1.68,0.0001,1.6115,70.38,0.0001,0.6171,38.9625,40.6848,2.7718,0.0001,2.7524,1302,83.0004,83.14265,-1,1,5.921921922,0.375
611085,FRT,11/26/2013,83.4,83.37,634100,4,0.0388,1.47,0.0001,1.5781,70.33,0.0001,0.6121,16.7426,38.7376,2.0258,0.0001,2.012,1422,83.6704,83.5882,1,0,0,0.375
611107,FRT,12/30/2013,81.11,81.59,276700,4,0.0388,1.47,0.0001,1.5781,70.33,0.0001,0.6121,16.7426,38.7376,2.0258,0.0001,2.012,1456,83.3828,83.4431,-1,0,0,0.375
611385,FRT,11/4/2015,123.84,123.41,280200,4,0.0393,1.18,0.0001,1.4744,68.22,0.0001,0.5959,34.8154,39.4344,3.0011,0.0001,2.9842,399,116.1652,115.99995,1,1,2.236447614,0.375
611629,FRT,10/24/2016,128.92,129.01,279000,4,0.0376,0.84,0.0001,1.3481,68.54,0.0001,0.5741,28.3682,40.8983,2.891,0.0001,2.8771,754,133.8848,133.891,-1,1,5.503449345,0.375
611913,FRT,12/8/2017,117.18,117.04,283000,4,0.0357,1.3,0.0001,1.3735,68.14,0.0001,0.5787,21.3001,71.9241,5.5,0.0001,5.1321,1164,115.1844,115.0681,1,0,0,0.375
611955,FRT,2/9/2018,98.52,99.47,760900,1,0.0358,1.31,0.0001,1.4055,68,0.0001,0.5843,26.2803,39.689,2.8436,0.0001,2.6518,1227,113.6574,113.89975,-1,0,0,0.375
612062,FRT,7/16/2018,114.91,114.81,241300,3,0.0366,1.21,0.0001,1.3383,68.36,0.0001,0.5723,26.3535,40.6815,2.823,0.0001,2.6374,1384,110.6324,110.5672,1,1,3.727898267,0.375
612432,FRT,1/3/2020,120.5,121.78,475200,1,0.0298,4.79,0.0001,1.7027,67.81,0.0001,0.63,22.7819,37.0285,2.3135,0.0001,2.1711,1920,125.9278,126.0036,-1,0,0,0.375
613020,FTI,10/31/2006,10.38,10.38,3765200,4,0.4328,1.3997,75.078,0.2465,7.5144,1.7038,0.1935,9.5486,7.5144,7.3589,1.1988,9.333,578,9.7834,9.79565,-1,0,0,0.45
613050,FTI,12/13/2006,10.69,10.82,2691600,4,0.4328,1.3997,75.078,0.2465,7.5144,1.7038,0.1935,9.5486,7.5144,7.3589,1.1988,9.333,621,10.106,10.1056,1,0,0,0.45
613069,FTI,1/12/2007,9.61,9.91,2502000,1,0.3781,1.4402,80.5862,0.4178,21.5211,1.1604,0.2919,6.2494,9.4097,7.7258,1.1168,10.0861,651,10.2824,10.2881,-1,0,0,0.45
613093,FTI,2/16/2007,11.26,11.35,3797200,1,0.3781,1.4402,80.5862,0.4178,21.5211,1.1604,0.2919,6.2494,9.4097,7.7258,1.1168,10.0861,686,10.4666,10.45665,1,1,7.136563877,0.45
613486,FTI,9/9/2008,16.58,15.62,4718400,3,0.3418,1.2735,73.9411,0.429,21.2309,1.5075,0.2925,7.3342,12.8592,10.9061,1.2172,14.6975,1257,21.265,21.36545,-1,1,13.57234315,0.45
613971,FTI,8/11/2011,28.57,30.34,3769900,3,0.317,1.6636,87.7836,0.3491,23.8502,1.3567,0.2559,9.408,13.4556,8.0155,1.0252,10.8884,584,31.9794,32.0152,-1,1,4.416611734,0.45
614041,FTI,11/18/2011,36.52,36.58,2964700,4,0.3513,1.2486,81.7408,0.4337,20.7331,1.67,0.0244,6.6111,9.6234,6.9903,1.101,9.6274,683,32.547,32.5362,1,1,6.752323674,0.45
614169,FTI,5/24/2012,33.18,32.61,1183900,2,0.2982,1.6949,96.1951,0.754,21.0449,1.3393,0.4085,7.4855,9.907,7.0175,0.9356,14.0534,871,35.4016,35.4723,-1,1,2.453235204,0.45
614252,FTI,9/21/2012,38.02,37.87,1746500,3,0.2563,1.959,101.886,0.8757,22.544,1.141,0.4606,6.9697,9.6688,5.7554,0.8833,10.7052,991,36.039,36.0011,1,0,0,0.45
614283,FTI,11/7/2012,31.73,31.56,1852300,4,0.3119,1.7704,87.1742,0.8854,21.245,1.5022,0.4603,6.5403,10.2993,6.5508,1.0324,13.3686,1038,35.3192,35.3199,-1,0,0,0.45
614345,FTI,2/7/2013,37.42,37.29,1757100,1,0.2709,1.813,105.354,0.8908,20.5832,1.3126,0.4638,6.2211,8.4751,5.4905,0.8543,10.8391,1130,33.9822,33.92135,1,1,9.117725932,0.45
614547,FTI,11/25/2013,39.23,38.64,1761200,4,0.31,1.5386,90.8526,0.5874,23.806,1.5915,0.3627,8.6825,13.3802,7.666,0.9906,12.4349,1421,42.9394,43.01245,-1,0,0,0.45
615005,FTI,6/21/2016,25.57,25.79,2904300,2,0.3848,2.0726,31.5237,0.5016,18.7091,2.838,0.3294,4.3873,8.1882,3.9256,2.855,5.4895,629,25.6686,25.6254,1,0,0,0.45
615031,FTI,7/28/2016,23.89,23.74,4007200,3,0.3984,2.1278,28.5225,0.4692,18.7187,3.0097,0.3161,12.7289,10.7547,11.1994,3.1554,15.5116,666,25.0964,25.10095,-1,0,0,0.45
615047,FTI,8/19/2016,26.97,26.95,5090000,3,0.3984,2.1278,28.5225,0.4692,18.7187,3.0097,0.3161,12.7289,10.7547,11.1994,3.1554,15.5116,688,24.756,24.72595,1,1,3.636363636,0.45
615233,FTI,5/17/2017,29.35,29.24,2951000,2,0.1302,1.2115,59.0536,0.2784,17.7633,3.5169,0.1959,4.2887,9.2302,1.1735,1.524,5.243,959,29.8228,29.8398,-1,1,12.96169631,0.45
615394,FTI,1/5/2018,30.36,30.52,2013800,1,0.1095,1.2826,79.5693,0.2878,19.218,2.435,0.2195,3.043,7.6571,0.6882,1.1311,3.0795,1192,26.8044,26.72505,1,0,0,0.45
615556,FTI,8/28/2018,29.82,29.13,2854400,3,0.1179,1.3287,69.0674,0.3194,18.6176,2.1849,0.2385,4.3546,8.9096,1.0465,1.3031,5.1659,1427,29.0626,29.06285,-1,0,0,0.45
615780,FTI,7/22/2019,24.17,24.77,3206300,3,0.1346,1.17,67.1998,0.386,18.2513,1.931,0.2628,-3.5711,3.4212,-1.1389,1.3393,-8.0019,1755,22.8742,22.8416,1,0,0,0.45
615854,FTI,11/4/2019,20.3,20.41,2621800,4,0.1585,1.1724,61.622,0.5821,17.6988,2.1661,0.3411,-64.7741,-56.0588,-31.6112,1.4605,-242.255,1860,22.8814,22.90875,-1,1,3.968642822,0.45
620109,GE,2/16/2006,19.96,19.91,24847000,1,0.0564,1.9144,742.53,3.4996,53.5591,1.5541,0.6747,11.6753,29.7957,3.886,0.1212,17.0261,321,20.5128,20.51605,-1,0,0,0.5
620157,GE,4/27/2006,20.38,20.7,26284500,2,0.057,1.9731,790.851,3.6258,56.7572,1.3898,0.6854,13.1037,32.452,4.4138,0.1138,20.7029,391,20.339,20.33515,1,0,0,0.5
621051,GE,11/12/2010,11.63,11.63,50251700,4,0.0549,2.9583,721.552,3.3115,50.3702,1.7681,0.7025,10.8616,22.958,3.393,0.1247,8.4552,312,11.6836,11.6779,1,1,13.67153912,0.5
621062,GE,11/30/2010,11.27,11.33,56040100,4,0.0549,2.9583,721.552,3.3115,50.3702,1.7681,0.7025,10.8616,22.958,3.393,0.1247,8.4552,330,11.686,11.68895,-1,0,0,0.5
621068,GE,12/8/2010,12.17,12.2,49453200,4,0.0549,2.9583,721.552,3.3115,50.3702,1.7681,0.7025,10.8616,22.958,3.393,0.1247,8.4552,338,11.7126,11.7089,1,1,16.72131148,0.5
621231,GE,8/2/2011,12.99,12.6,100744600,3,0.0479,2.6684,796.636,3.1205,52.61,1.1157,0.6791,6.6254,25.953,2.6267,0.113,8.1123,575,13.6266,13.63065,-1,1,8.253968254,0.5
621355,GE,1/30/2012,14.06,14.11,39240300,1,0.0496,2.4362,768.653,3.0607,49.0622,1.1747,0.6576,8.6488,25.3164,2.6886,0.1171,8.9054,756,12.918,12.88175,1,1,4.53579022,0.5
622080,GE,9/16/2015,21.51,21.85,64001700,3,0.0482,3.3048,324.206,1.8877,29.1601,1.0296,0.6,8.9411,12.9157,1.5959,0.2776,4.2827,350,21.5838,21.5842,-1,0,0,0.5
622105,GE,10/21/2015,24.47,24.52,68020200,4,0.0687,1.6257,121.77,1.9425,30.4143,1.0475,0.5909,18.5383,11.215,2.6415,0.7391,15.73,385,21.8212,21.7949,1,1,4.11908646,0.5
622361,GE,10/26/2016,25.06,25.31,25331400,4,0.079,1.9252,131.776,1.7524,17.0524,1.071,0.5756,7.4695,2.834,3.0084,0.683,-24.8428,756,26.204,26.2281,-1,0,0,0.5
622402,GE,12/23/2016,28.15,28.16,15588100,4,0.079,1.9252,131.776,1.7524,17.0524,1.071,0.5756,7.4695,2.834,3.0084,0.683,-24.8428,814,26.6596,26.65455,1,0,0,0.5
622458,GE,3/17/2017,26.57,26.6,45384500,1,0.0764,1.8755,132.993,1.6804,24.7424,0.8912,0.5668,-0.4353,8.0875,0.0683,0.6767,-0.488,898,26.7934,26.7953,-1,1,3.157894737,0.5
623006,GE,5/22/2019,9.88,9.83,51644100,2,0.075,1.7291,116.05,1.8592,25.6342,0.8719,0.6125,-0.2605,7.1197,-0.2049,0.7755,0.8987,1694,9.7838,9.7813,1,1,6.205493388,0.5
623013,GE,6/3/2019,9.23,9.46,47274000,2,0.075,1.7291,116.05,1.8592,25.6342,0.8719,0.6125,-0.2605,7.1197,-0.2049,0.7755,0.8987,1706,9.6842,9.686,-1,0,0,0.5
623014,GE,6/4/2019,9.54,9.93,61404700,2,0.075,1.7291,116.05,1.8592,25.6342,0.8719,0.6125,-0.2605,7.1197,-0.2049,0.7755,0.8987,1707,9.6846,9.678,1,0,0,0.5
623089,GE,9/19/2019,9.3,9.37,33935300,3,0.0888,1.8359,102.968,3.1471,25.8219,1.1398,0.7193,-40.518,8.1336,-4.4257,0.8741,15.5816,1814,9.2756,9.2852,-1,0,0,0.5
623136,GE,11/25/2019,11.6,11.52,56710200,4,0.0986,1.6977,92.775,2.9881,27.281,1.3528,0.6922,2.0505,12.2189,2.8303,0.9701,-11.2277,1881,9.7192,9.6957,1,1,2.951388889,0.5
623226,GE,4/6/2020,7.05,7.21,98048600,2,0.0692,2.2125,135.451,2.3113,15.0254,0.989,0.6726,-12.2761,-12.7211,-6.0686,0.6644,-1584.44,2014,9.9902,10.05055,-1,1,14.14701803,0.5
624238,GILD,10/9/2008,17.82,17.04,27712400,4,0.2059,3.504,64.4906,0.252,77.4871,0.3465,0.2004,39.2075,49.793,12.4865,1.3956,12.8402,1287,21.306,21.3648,-1,0,0,0.4
624537,GILD,12/16/2010,15.85,16.11,17937200,4,0.1724,2.3157,73.0364,0.5737,75.1669,0.4123,0.3189,31.4916,41.4963,10.2317,1.2323,13.3376,346,16.148,16.12225,1,1,1.427684668,0.4
624727,GILD,9/19/2011,17.09,17.05,12230800,3,0.1679,2.7635,79.2013,0.6469,74.9258,0.3977,0.3927,34.9313,47.3063,11.8324,1.1363,17.8918,623,16.878,16.8811,-1,0,0,0.4
624809,GILD,1/17/2012,19.15,19.69,24215200,1,0.1144,1.3913,85.316,1.3013,74.5479,0.4097,0.5278,19.3632,35.0582,5.9414,1.0549,-7.9814,743,17.1732,17.16065,1,0,0,0.4
625563,GILD,10/14/2015,84.38,84.4,9575800,4,0.1645,2.5037,61.9398,1.1747,87.5147,0.5432,0.529,55.0553,66.0828,24.5121,1.453,60.8916,378,90.9548,91.13835,-1,0,0,0.4
626020,GILD,8/8/2017,65.74,65.6,7943900,3,0.1007,3.68,56.9687,1.169,84.1523,0.9021,0.5238,41.7383,58.5381,10.7389,1.5798,17.23,1042,62.3816,62.2962,1,1,13.49085366,0.4
626203,GILD,5/1/2018,66.04,66.28,6180800,2,0.0864,2.9993,56.4253,1.3668,78.8244,1.3923,0.5513,32.1707,40.3683,8.3694,1.595,163.286,1308,69.794,69.8179,-1,1,1.750150875,0.4
626275,GILD,8/13/2018,70.79,71.06,4903400,3,0.087,3.4518,55.7273,1.2132,80.5933,1.3309,0.5224,37.4732,46.8728,9.1233,1.615,81.4829,1412,68.432,68.2594,1,0,0,0.4
626328,GILD,10/26/2018,61.98,64.72,11006100,4,0.091,3.3792,51.6704,1.3171,72.9077,1.9287,0.5433,0.0518,19.7412,0.0139,1.7418,0.1787,1486,68.713,68.7678,-1,1,2.889369592,0.4
626512,GILD,7/24/2019,63.42,63.57,4592400,3,0.0947,2.9645,53.2388,1.2292,81.5311,1.1735,0.5258,-20.7887,-26.2848,-5.6327,1.6905,-66.5527,1757,63.1664,63.08155,1,0,0,0.4
626549,GILD,9/16/2019,63.83,63.43,4644100,3,0.0947,2.9645,53.2388,1.2292,81.5311,1.1735,0.5258,-20.7887,-26.2848,-5.6327,1.6905,-66.5527,1811,62.2516,62.2898,-1,1,3.263440013,0.4
626592,GILD,11/14/2019,60.88,61.44,7548200,4,0.0954,3.1044,54.8359,1.1303,71.3727,1.8254,0.505,45.8581,18.5916,11.872,1.6413,56.6463,1870,62.1342,62.11025,1,1,2.701822917,0.4
626596,GILD,11/20/2019,62.37,62.47,7633900,4,0.0954,3.1044,54.8359,1.1303,71.3727,1.8254,0.505,45.8581,18.5916,11.872,1.6413,56.6463,1876,62.0456,62.06425,-1,0,0,0.4
626605,GILD,12/4/2019,63.83,64.27,5093400,4,0.0954,3.1044,54.8359,1.1303,71.3727,1.8254,0.505,45.8581,18.5916,11.872,1.6413,56.6463,1890,62.1506,62.1328,1,0,0,0.4
626798,GILD,9/10/2020,64.02,63.11,8420600,3,0.108,3.2523,53.5457,1.7387,82.6517,1.1319,0.6231,5.4736,30.4242,2.0205,1.6808,85.0602,2171,70.0856,70.1499,-1,0,0,0.4
627421,GIS,8/30/2007,18.12,18.05,3159800,3,0.1663,0.4634,31.1719,1.9088,37.6367,1.2322,0.4025,9.4043,16.6048,6.4795,2.8872,-4.8504,881,18.4622,18.48075,-1,0,0,0.5
627462,GIS,10/29/2007,18.75,18.6,3414000,4,0.1941,0.6177,29.6922,1.3548,35.9454,1.5137,0.3879,10.5444,18.5532,6.8756,3.0311,-8.0729,941,18.6084,18.60475,1,1,3.978494624,0.5
627519,GIS,1/22/2008,16.88,17.3,8351800,1,0.1768,0.6446,30.3594,1.2845,39.7639,1.2543,0.3779,12.6292,20.4193,7.2569,2.9645,-9.39,1026,18.7654,18.7705,-1,0,0,0.5
627571,GIS,4/7/2008,19.93,19.94,4214600,2,0.1823,0.7454,28.0441,1.1261,29.737,1.7844,0.4116,5.3355,9.6972,3.356,3.2092,-4.7982,1102,18.6276,18.6197,1,1,2.306920762,0.5
628026,GIS,1/25/2011,26.09,25.73,5638900,1,0.1994,0.8518,29.2719,1.1205,39.2409,1.3281,0.4421,10.7537,17.9584,6.4379,3.0746,-8.9564,386,25.4352,25.443,-1,0,0,0.5
628042,GIS,2/16/2011,25.63,25.66,3430300,1,0.1994,0.8518,29.2719,1.1205,39.2409,1.3281,0.4421,10.7537,17.9584,6.4379,3.0746,-8.9564,408,25.4966,25.4943,1,1,1.831644583,0.5
628378,GIS,6/18/2012,28.57,28.73,2079400,2,0.1927,0.9605,29.2947,1.0795,36.7918,1.7381,0.4724,8.0022,13.2304,4.8644,3.0722,-5.5756,896,28.7412,28.74625,-1,0,0,0.5
628432,GIS,9/4/2012,29.35,29.49,4182800,3,0.179,0.8731,32.7364,1.2103,40.195,1.3396,0.435,13.5497,19.257,7.9245,2.7492,-9.628,974,28.9374,28.93675,1,1,1.763309596,0.5
629358,GIS,11/9/2016,53.76,54.03,4893200,4,0.1904,0.6584,30.2626,2.0927,36.9519,1.6995,0.5911,11.7166,18.6985,10.955,2.974,-5.738,770,54.687,54.72525,-1,0,0,0.5
629646,GIS,1/3/2018,53.12,52.35,3118800,1,0.1746,0.6888,34.6921,1.8042,32.3648,1.8078,0.5732,24.2485,14.6691,17.8548,2.5943,-11.7062,1190,49.0608,48.97935,1,0,0,0.5
629702,GIS,3/26/2018,40.11,40.71,9082700,1,0.1746,0.6888,34.6921,1.8042,32.3648,1.8078,0.5732,24.2485,14.6691,17.8548,2.5943,-11.7062,1272,48.5438,48.64245,-1,1,5.600589536,0.5
629939,GIS,3/6/2019,44.1,44,2905100,1,0.1386,0.5547,36.5312,2.072,34.3711,1.7839,0.6163,10.6424,15.5134,6.3164,2.4636,-3.2772,1617,40.5864,40.46425,1,1,11.61363636,0.5
630938,GL,8/21/2007,24.11,24.09,586800,3,0.057,0.02,0.0001,0.2457,39,0.0001,0.1548,15.3867,25.3774,4.0713,0.0001,4.6783,872,25.2946,25.334,-1,0,0,0.166666667
631113,GL,5/1/2008,25.33,25.56,2140300,2,0.0584,0.02,0.0001,0.243,39,0.0001,0.1675,15.5406,23.1756,4.4971,0.0001,5.244,1126,24.0732,24.0728,1,0,0,0.166666667
631164,GL,7/15/2008,22.2,22.14,2715900,3,0.054,0.02,0.0001,0.3459,39,0.0001,0.1697,8.3827,16.0799,2.5871,0.0001,3.1302,1201,24.0766,24.08875,-1,0,0,0.166666667
631685,GL,8/8/2011,21.76,20.29,4530000,3,0.0493,0.04,0.0001,0.2429,38.88,0.0001,0.1589,15.6944,25.0386,3.1378,0.0001,3.4667,581,25.4142,25.48165,-1,0,0,0.166666667
631777,GL,12/16/2011,26.17,25.85,2441800,4,0.0502,0.03,0.0001,0.2631,40.54,0.0001,0.17,14.7368,23.5878,3.1827,0.0001,3.5475,711,25.0734,25.0208,1,1,10.05802708,0.166666667
632616,GL,1/20/2016,49.98,49.66,850500,1,0.0474,0.03,0.0001,0.2963,40,0.0001,0.1449,12.6872,21.9733,3.0415,0.0001,3.3815,476,55.579,55.65225,-1,0,0,0.166666667
632704,GL,5/25/2016,58.46,58.27,632600,2,0.046,0.03,0.0001,0.2911,39.96,0.0001,0.1886,13.9562,22.4274,2.8557,0.0001,3.14,602,54.5056,54.38735,1,1,1.647503003,0.166666667
633230,GL,6/27/2018,81.1,79.66,376400,2,0.0474,0.03,0.0001,0.2673,40.7,0.0001,0.1279,17.0012,22.9794,3.3095,0.0001,3.5944,1365,83.4958,83.58575,-1,0,0,0.166666667
633284,GL,9/13/2018,83.05,83.51,390700,3,0.0462,0.03,0.0001,0.3564,40.78,0.0001,0.197,16.4905,22.3992,3.2263,0.0001,3.5058,1443,84.77,84.7238,1,0,0,0.166666667
633346,GL,12/12/2018,78,77.2,907300,4,0.0461,0.03,0.0001,0.3075,40.66,0.0001,0.2004,15.4702,21.3428,3.0416,0.0001,3.3116,1533,83.6472,83.7509,-1,0,0,0.166666667
633439,GL,4/29/2019,86.05,86.56,447300,2,0.0455,0.03,0.0001,0.2404,40.86,0.0001,0.168,16.5035,22.1319,2.785,0.0001,2.9815,1671,82.6346,82.61605,1,0,0,0.166666667
633668,GL,3/25/2020,64.4,67.29,978300,1,0.0447,0.03,0.0001,0.2768,40.94,0.0001,0.1712,14.6101,19.7457,2.5388,0.0001,2.7233,2002,93.7066,94.0032,-1,0,0,0.166666667
634127,GLW,7/19/2006,16.65,17.11,10625200,3,0.0998,1.9336,52.8627,0.2407,44.1498,1.0639,0.1922,34.1654,15.9126,6.0935,1.7025,6.3876,474,17.4502,17.5161,-1,0,0,0.6
634300,GLW,3/28/2007,17.34,17.31,13906700,1,0.0993,2.0749,53.7797,0.1944,45.2181,1.0453,0.1609,25.0191,10.2525,4.2779,1.6735,4.4611,726,16.1618,16.16145,1,1,1.617562103,0.6
634483,GLW,12/17/2007,18.28,17.71,13309300,4,0.104,2.1075,48.6979,0.1619,47.8508,1.3074,0.1375,45.3224,20.9229,7.5505,1.8481,7.8037,990,18.2834,18.30715,-1,0,0,0.6
634565,GLW,4/16/2008,18.91,19.49,9964900,2,0.0882,2.8846,50.9575,0.1133,50.3546,1.157,0.0973,189.775,24.6454,23.4705,1.7662,24.0021,1111,18.2714,18.2666,1,1,7.23447922,0.6
634638,GLW,7/30/2008,15.92,15.59,33825900,3,0.0819,2.5374,47.9228,0.1151,47.2669,1.0861,0.0987,49.3891,22.4437,5.7194,1.878,5.8528,1216,18.2522,18.3147,-1,1,20.59012187,0.6
634964,GLW,11/12/2010,14.51,14.44,9347700,4,0.0683,4.4607,49.6147,0.1194,43.4561,1.3523,0.1043,59.1501,36.7705,5.3742,1.814,5.5799,312,14.192,14.16365,1,1,5.540166205,0.6
635118,GLW,6/24/2011,14.09,13.9,15285100,2,0.0721,4.4786,56.1995,0.1067,44.3392,1.217,0.0954,37.6559,21.1471,3.5436,1.6014,3.6968,536,15.5024,15.5187,-1,1,23.74100719,0.6
635340,GLW,5/11/2012,10.63,10.69,6632700,2,0.0664,4.9567,54.5755,0.1522,42.348,1.1011,0.1311,24.8428,17.1908,2.2147,1.6491,2.3138,858,11.0246,11.01185,1,0,0,0.6
635351,GLW,5/29/2012,10.49,10.58,16599000,2,0.0664,4.9567,54.5755,0.1522,42.348,1.1011,0.1311,24.8428,17.1908,2.2147,1.6491,2.3138,876,10.9386,10.94415,-1,1,5.198487713,0.6
635524,GLW,2/6/2013,9.78,9.98,13759500,1,0.0634,5.1638,61.6703,0.1369,42.4476,0.8915,0.1178,27.2326,17.8611,2.3095,1.4594,2.4818,1129,10.1654,10.14915,1,1,7.414829659,0.6
636119,GLW,3/17/2016,17.26,17.75,11048800,1,0.0733,2.7995,61.0259,0.2467,37.3229,0.883,0.1786,-19.15,8.6468,-2.3459,1.4748,-2.3167,533,16.0718,16.06205,1,0,0,0.6
636630,GLW,3/28/2018,25.76,25.36,7078800,1,0.0932,2.5586,62.892,0.3581,38.2,0.8424,0.2492,-24.52,7.76,-4.8326,1.431,-4.9334,1274,28.0034,28.0997,-1,0,0,0.6
636726,GLW,8/14/2018,30.37,30.53,3607900,3,0.114,2.1311,59.0326,0.3797,40.9575,0.9245,0.2656,19.9801,17.3537,5.3519,1.5246,5.8199,1413,27.8898,27.8348,1,1,8.811005568,0.6
636926,GLW,6/3/2019,27.54,27.57,3649100,2,0.1066,1.8475,64.3776,0.4833,36.2245,0.8184,0.3102,2.3129,12.7211,0.8199,1.398,0.8895,1706,30.719,30.76185,-1,0,0,0.6
637216,GLW,7/27/2020,28.81,30.24,9852000,3,0.0992,2.0935,62.949,0.6283,33.3556,0.7749,0.3783,13.4289,8.5638,4.0447,1.4297,4.6933,2126,25.5724,25.3898,1,1,4.398148148,0.6
640085,GOOGL,8/4/2006,189.07,186.23,10228500,3,0.1714,9.7515,34.5005,0.0749,61.0091,0.0001,0.0543,27.2658,34.6262,5.0938,2.6087,5.2826,490,196.562,196.74075,-1,0,0,0.375
640135,GOOGL,10/16/2006,213.05,210.09,8671100,4,0.1735,9.9954,37.127,0.0749,59.9705,0.0001,0.0543,32.1546,33.0868,6.0489,2.4241,6.8044,563,196.608,196.45005,1,1,16.06454377,0.375
640481,GOOGL,3/4/2008,224.63,221.47,27345400,1,0.1879,6.2853,44.4427,0.0749,59.3035,0.0001,0.0543,25.2039,29.8153,5.3707,2.0251,7.1261,1068,286.1096,286.1154,-1,0,0,0.375
640899,GOOGL,10/28/2010,308.87,308.14,4384900,4,0.1459,4.1579,53.3389,0.0749,65.0948,0.0001,0.0543,30.1303,35.3199,5.4994,1.6873,6.5304,297,258.8178,258.71275,1,0,0,0.375
641033,GOOGL,5/11/2011,269.06,266.73,4695000,2,0.1392,5.9556,58.2617,0.0808,64.8571,0.0001,0.0543,27.7532,31.9189,4.8181,1.5448,5.7019,492,280.7076,281.29845,-1,1,10.31754958,0.375
641163,GOOGL,11/14/2011,302.86,305.36,6401200,4,0.1458,5.9192,52.483,0.0723,65.0227,105.7714286,0.0488,25.5575,33.1349,4.6522,1.7148,5.4956,679,278.058,277.4849,1,1,4.355514802,0.375
641314,GOOGL,6/21/2012,288.84,281.55,4037600,2,0.1372,3.8393,55.9575,0.0959,60.3879,7.376971609,0.0441,23.5877,27.4159,4.3773,1.6084,6.0613,899,297.1766,297.7732,-1,0,0,0.375
